ne_ip,location,type,ssa,phase,ne_name,ne_id,dcc_ip,software_version,hardware_version,pcb_version,last_upload_time,orig_location
10.121.15.132,GANDHINAGAR,TN725B,WTR_AM,PH1,10.121.15.132_GANDHINAGAR_TN725B_WTR_AM_PH1,e=200,10.121.15.132,2.9.1 load2.9.1_p13,B1,0.0,2026-07-11 01:12:32,GUJ _AHMD WTR
10.121.15.130,HIMMATNAGAR 2,TN725B,WTR_AM,PH1,10.121.15.130_HIMMATNAGAR 2_TN725B_WTR_AM_PH1,e=206,10.121.15.130,2.9.1 load2.9.1_p13,B1,0.0,2026-08-23 01:15:07,GUJ_AHMD WTR
10.121.15.136,Mehsana2(GNE),TN725B,WTR_AM,PH1,10.121.15.136_Mehsana2(GNE)_TN725B_WTR_AM_PH1,e=151,10.121.15.136,2.9.1 load2.9.1_p13,B1,0.0,2026-07-22 01:27:22,GUJ _AHMD WTR
10.121.25.104,Balisana,TN705B,GJ_SSA MEH,PH3,10.121.25.104_Balisana_TN705B_GJ_SSA MEH_PH3,e=193,10.121.25.104,2.9.1 load2.9.1_p13,B1,0.0,2026-09-12 01:22:19,GUJ _AHMD WTR
10.121.17.2,KUVADAVA,TN725B,WTR_RJ,PH1,10.121.17.2_KUVADAVA_TN725B_WTR_RJ_PH1,e=456,10.121.17.2,2.9.1 load2.9.1_p13,B1,2.0,2026-09-12 01:07:51,GUJ _RAJKOT WTR
10.121.17.9,RJ BHAKTINAGAR,TN725B,WTR_RJ,PH1,10.121.17.9_RJ BHAKTINAGAR_TN725B_WTR_RJ_PH1,e=498,10.121.17.9,2.9.1 load2.9.1_p13,B1,0.0,2026-08-26 01:11:17,GUJ _RAJKOT WTR
10.121.15.194,Radhanpur,TN725B,WTR_AM,PH1,10.121.15.194_Radhanpur_TN725B_WTR_AM_PH1,e=448,10.121.15.194,2.9.1 load2.9.1_p13,B1,2.0,2026-08-02 01:09:45,GUJ _AHMD WTR
10.121.15.195,Bhabhar,TN705B,WTR_AM,PH1,10.121.15.195_Bhabhar_TN705B_WTR_AM_PH1,e=449,10.121.15.195,2.9.1 load2.9.1_p13,B1,0.0,2026-05-07 01:11:24,GUJ _AHMD WTR
10.121.16.130,Kheda,TN725B,WTR_AM,PH1,10.121.16.130_Kheda_TN725B_WTR_AM_PH1,e=435,10.121.16.130,2.9.1 load2.9.1_p13,B1,2.0,2026-05-15 01:22:21,GUJ _AHMD WTR
10.121.98.154,Jadiya,TN703B,GJ_SSA PNP,PH3,10.121.98.154_Jadiya_TN703B_GJ_SSA PNP_PH3,e=46527,10.121.98.154,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-07-30 01:09:32,
10.121.99.31,VANA,TN705B,GJ_SSA SEN,PH3,10.121.99.31_VANA_TN705B_GJ_SSA SEN_PH3,e=668,10.121.99.31,2.9.1 load2.9.1_p13,B1,0.0,2026-08-19 01:13:55,GUJ _RAJKOT WTR
10.121.17.152,GHANGHALI,TN705B,WTR_RJ,PH3,10.121.17.152_GHANGHALI_TN705B_WTR_RJ_PH3,e=37241,10.121.17.152,2.9.1 load2.9.1_p13,B1,2.0,2026-09-02 01:11:28,
10.121.17.8,BAMANBORE,TN705B,WTR_RJ,PH1,10.121.17.8_BAMANBORE_TN705B_WTR_RJ_PH1,e=423,10.121.17.8,2.9.1 load2.9.1_p13,B1,0.0,2026-08-18 01:13:41,GUJ _RAJKOT WTR
10.121.15.196,Deodar,TN725B,WTR_AM,PH2,10.121.15.196_Deodar_TN725B_WTR_AM_PH2,e=450,10.121.15.196,2.9.1 load2.9.1_p13,B1,0.0,2026-09-06 01:08:27,GUJ _AHMD WTR
10.121.16.118,ONJAL,TN703B,GJ_SSA VAL,PH3,10.121.16.118_ONJAL_TN703B_GJ_SSA VAL_PH3,e=9535,10.121.16.118,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-23 01:07:05,
10.121.24.194,ANK GIDC,TN725B,GJ_SSA BCH,PH2,10.121.24.194_ANK GIDC_TN725B_GJ_SSA BCH_PH2,e=5178,10.121.24.194,2.9.1 load2.9.1_p13,B1,0.0,2026-08-22 01:06:37,Gujrat
10.121.96.133,KOTDA(J),TN705B,GJ_SSA BUJ,PH3,10.121.96.133_KOTDA(J)_TN705B_GJ_SSA BUJ_PH3,e=12126,10.121.96.133,2.9.1 load2.9.1_p13,B1,2.0,2026-08-18 01:13:32,SSA SANGALI_PH3
10.121.96.182,HUDCO,TN703B,GJ_SSA BUJ,PH3,10.121.96.182_HUDCO_TN703B_GJ_SSA BUJ_PH3,e=37247,10.121.96.182,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-10 01:06:39,
10.121.100.3,Kamrej,TN725B,WTR_AM,PH1,10.121.100.3_Kamrej_TN725B_WTR_AM_PH1,e=1411,10.121.100.3,2.9.1 load2.9.1_p13,B1,2.0,2026-07-11 01:11:57,GUJ _AHMD WTR
10.121.100.10,Pipodara,TN725B,WTR_AM,PH1,10.121.100.10_Pipodara_TN725B_WTR_AM_PH1,e=1403,10.121.100.10,2.9.1 load2.9.1_p13,B1,0.0,2026-08-02 01:09:06,GUJ _AHMD WTR
10.121.18.66,GULABAI TEKRA,TN725B,GJ_SSA AM,PH1,10.121.18.66_GULABAI TEKRA_TN725B_GJ_SSA AM_PH1,e=1453,10.121.18.66,2.9.1 load2.9.1_p13,B1,0.0,2026-09-10 01:03:31,Guj AHMD SSA
10.121.18.68,DEHGAM,TN725B,GJ_SSA AM,PH1,10.121.18.68_DEHGAM_TN725B_GJ_SSA AM_PH1,e=1455,10.121.18.68,2.9.1 load2.9.1_p13,B1,0.0,2026-09-02 01:12:43,Guj AHMD SSA
10.121.17.203,INFO,TN725B,GJ_SSA AM,PH1,10.121.17.203_INFO_TN725B_GJ_SSA AM_PH1,e=1609,10.121.17.203,2.9.1 load2.9.1_p13,B1,0.0,2026-06-26 01:01:48,Guj AHMD SSA
10.121.18.138,Chamunda,TN725B,GJ_SSA AM,PH1,10.121.18.138_Chamunda_TN725B_GJ_SSA AM_PH1,e=1618,10.121.18.138,2.9.1 load2.9.1_p13,B1,0.0,2026-07-25 01:02:34,Guj AHMD SSA
10.121.17.67,MUNDRA,TN725B,WTR_RJ,PH1,10.121.17.67_MUNDRA_TN725B_WTR_RJ_PH1,e=1167,10.121.17.67,2.9.1 load2.9.1_p13,B1,2.0,2026-09-04 01:17:14,GUJ _RAJKOT WTR
10.121.18.65,NAVRANGPURA (GNE),TN725B,GJ_SSA AM,PH1,10.121.18.65_NAVRANGPURA (GNE)_TN725B_GJ_SSA AM_PH1,e=1441,10.121.18.65,2.9.1 load2.9.1_p13,B1,0.0,2026-08-30 01:07:50,GUJ AHMD SSA
10.121.16.7,Hansot,TN725B,WTR_AM,PH1,10.121.16.7_Hansot_TN725B_WTR_AM_PH1,e=1447,10.121.16.7,2.9.1 load2.9.1_p13,B1,2.0,2026-09-12 01:08:15,GUJ _AHMD WTR
10.121.18.17,SURDHARA,TN705B,GJ_SSA AM,PH1,10.121.18.17_SURDHARA_TN705B_GJ_SSA AM_PH1,e=1882,10.121.18.17,2.9.1 load2.9.1_p13,B1,0.0,2026-09-02 01:15:38,Guj AHMD SSA
10.121.18.217,Amraiwadi,TN705B,GJ_SSA AM,PH1,10.121.18.217_Amraiwadi_TN705B_GJ_SSA AM_PH1,e=1863,10.121.18.217,2.9.1 load2.9.1_p13,B1,0.0,2026-06-23 01:02:25,Guj AHMD SSA
10.121.18.216,HUDCO,TN705B,GJ_SSA AM,PH1,10.121.18.216_HUDCO_TN705B_GJ_SSA AM_PH1,e=1862,10.121.18.216,2.9.1 load2.9.1_p13,B1,0.0,2026-02-06 01:02:25,Guj AHMD SSA
10.121.18.129,Bapunagar IDC,TN725B,GJ_SSA AM,PH1,10.121.18.129_Bapunagar IDC_TN725B_GJ_SSA AM_PH1,e=1631,10.121.18.129,2.9.1 load2.9.1_p13,B1,0.0,2026-08-14 01:11:35,Guj AHMD SSA
10.121.18.196,NIKOL,TN705B,GJ_SSA AM,PH1,10.121.18.196_NIKOL_TN705B_GJ_SSA AM_PH1,e=1897,10.121.18.196,2.9.1 load2.9.1_p13,B1,0.0,2026-07-23 01:16:43,Guj AHMD SSA
10.121.16.229,THASRA,TN705B,WTR_AM,PH1,10.121.16.229_THASRA_TN705B_WTR_AM_PH1,e=1828,10.121.16.229,2.9.1 load2.9.1_p13,B1,0.0,2026-08-01 01:00:12,GUJ _AHMD WTR
10.121.18.130,Bhadra(GNE) 1,TN725B,GJ_SSA AM,PH2,10.121.18.130_Bhadra(GNE) 1_TN725B_GJ_SSA AM_PH2,e=1435,10.121.18.130,2.9.1 load2.9.1_p13,B1,0.0,2026-08-19 01:08:51,Guj AHMD SSA
10.121.18.218,Saraspur,TN705B,GJ_SSA AM,PH1,10.121.18.218_Saraspur_TN705B_GJ_SSA AM_PH1,e=1864,10.121.18.218,2.9.1 load2.9.1_p13,B1,0.0,2026-07-25 01:02:43,Guj AHMD SSA
10.121.16.228,Godhra 2,TN725B,WTR_AM,PH1,10.121.16.228_Godhra 2_TN725B_WTR_AM_PH1,e=1827,10.121.16.228,2.9.1 load2.9.1_p13,B1,0.0,2026-08-22 01:00:11,GUJ _AHMD WTR
10.121.18.86,VASTRAPUR 3,TN725B,GJ_SSA AM,PH1,10.121.18.86_VASTRAPUR 3_TN725B_GJ_SSA AM_PH1,e=1847,10.121.18.86,2.9.1 load2.9.1_p13,B1,0.0,2026-06-11 01:01:31,Guj AHMD SSA
10.121.100.2,Surat,TN725B,WTR_AM,PH1,10.121.100.2_Surat_TN725B_WTR_AM_PH1,e=1404,10.121.100.2,2.9.1 load2.9.1_p13,B1,0.0,2026-08-05 01:16:22,GUJ _AHMD WTR
10.121.16.8,BARODA CITY 1,TN725B,WTR_AM,PH1,10.121.16.8_BARODA CITY 1_TN725B_WTR_AM_PH1,e=1357,10.121.16.8,2.9.1 load2.9.1_p13,B1,0.0,2026-08-10 01:19:05,GUJ _AHMD WTR
10.121.16.197,Malpur,TN725B,GJ_SSA HMR,PH1,10.121.16.197_Malpur_TN725B_GJ_SSA HMR_PH1,e=1661,10.121.16.197,2.9.1 load2.9.1_p13,B1,2.0,2026-07-29 01:11:24,GUJ _AHMD WTR
10.121.18.6,NARANPURA 1(GNE),TN725B,GJ_SSA AM,PH1,10.121.18.6_NARANPURA 1(GNE)_TN725B_GJ_SSA AM_PH1,e=1465,10.121.18.6,2.9.1 load2.9.1_p13,B1,0.0,2026-07-09 01:08:07,Guj AHMD SSA
10.121.18.85,GULBAI TEKRA CPAN 1,TN725B,GJ_SSA AM,PH1,10.121.18.85_GULBAI TEKRA CPAN 1_TN725B_GJ_SSA AM_PH1,e=1457,10.121.18.85,2.9.1 load2.9.1_p13,B1,0.0,2026-09-08 01:02:13,Guj AHMD SSA
10.121.18.76,GITABAUG,TN705B,GJ_SSA AM,PH1,10.121.18.76_GITABAUG_TN705B_GJ_SSA AM_PH1,e=2004,10.121.18.76,2.9.1 load2.9.1_p13,B1,0.0,2026-07-22 01:23:36,Ahemadabad SSA
10.121.17.129,BHAVNAGAR(GNE),TN725B,WTR_RJ,PH2,10.121.17.129_BHAVNAGAR(GNE)_TN725B_WTR_RJ_PH2,e=607,10.121.17.129,2.9.1 load2.9.1_p13,B1,0.0,2026-09-01 01:04:54,GUJ _RAJKOT WTR
10.121.99.9,MULI,TN725B,GJ_SSA SEN,PH3,10.121.99.9_MULI_TN725B_GJ_SSA SEN_PH3,e=25609,10.121.99.9,2.9.1 load2.9.1_p13,B1,2.0,2026-08-22 01:07:47,
10.121.17.130,BHAVNAGAR,TN725B,WTR_RJ,PH1,10.121.17.130_BHAVNAGAR_TN725B_WTR_RJ_PH1,e=608,10.121.17.130,2.9.1 load2.9.1_p13,B1,2.0,2026-09-01 01:05:02,GUJ _RAJKOT WTR
10.121.18.22,RANIP,TN725B,GJ_SSA AM,PH1,10.121.18.22_RANIP_TN725B_GJ_SSA AM_PH1,e=2016,10.121.18.22,2.9.1 load2.9.1_p13,B1,0.0,2026-06-13 01:12:58,Guj AHMD SSA
10.121.17.83,Chitrakoot,TN703B,GJ_SSA BUJ,PH1,10.121.17.83_Chitrakoot_TN703B_GJ_SSA BUJ_PH1,e=2689,10.121.17.83,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-13 01:26:10,
10.121.17.75,Vansh,TN703B,GJ_SSA BUJ,PH1,10.121.17.75_Vansh_TN703B_GJ_SSA BUJ_PH1,e=2485,10.121.17.75,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-11 01:12:49,GUJ _GUJRAT CIRCLE SSA
10.121.17.77,TXPlot 1008,TN703B,GJ_SSA BUJ,PH1,10.121.17.77_TXPlot 1008_TN703B_GJ_SSA BUJ_PH1,e=2492,10.121.17.77,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-25 01:17:44,GUJ _GUJRAT CIRCLE SSA
10.121.96.77,LAKHIGAM,TN705B,GJ_SSA BCH,PH3,10.121.96.77_LAKHIGAM_TN705B_GJ_SSA BCH_PH3,e=24996,10.121.96.77,2.9.1 load2.9.1_p13,B1,2.0,2026-09-07 01:06:51,
10.121.15.146,VIRAMGAM,TN725B,WTR_AM,PH2,10.121.15.146_VIRAMGAM_TN725B_WTR_AM_PH2,e=13855,10.121.15.146,2.9.1 load2.9.1_p13,B1,0.0,2026-09-08 01:03:37,GUJ-AHM WTR -PH3
10.121.15.217,Ambaji,TN705B,WTR_AM,PH2,10.121.15.217_Ambaji_TN705B_WTR_AM_PH2,e=4683,10.121.15.217,2.9.1 load2.9.1_p13,B1,0.0,2026-08-27 01:19:22,GUJ _AHMD WTR
10.121.24.87,IOCL LPG KANDLA,TN703B,GJ_SSA BUJ,PH3,10.121.24.87_IOCL LPG KANDLA_TN703B_GJ_SSA BUJ_PH3,e=46587,10.121.24.87,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-17 01:01:23,
10.121.19.73,PAWANBHAVANBTS,TN705B,GJ_SSA RJ,PH2,10.121.19.73_PAWANBHAVANBTS_TN705B_GJ_SSA RJ_PH2,e=3585,10.121.19.73,2.9.1 load2.9.1_p13,B1,0.0,2026-08-23 01:18:20,Gujrat
10.121.17.79,WELSPUN,TN703B,GJ_SSA BUJ,PH1,10.121.17.79_WELSPUN_TN703B_GJ_SSA BUJ_PH1,e=2551,10.121.17.79,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-09-06 01:04:52,GUJ BHUJ SSA
10.121.19.65,KR1(GNE),TN725B,GJ_SSA RJ,PH2,10.121.19.65_KR1(GNE)_TN725B_GJ_SSA RJ_PH2,e=3534,10.121.19.65,2.9.1 load2.9.1_p13,B1,0.0,2026-09-03 01:21:22,Gujrat
10.121.19.74,RAIYA ROAD,TN725B,GJ_SSA RJ,PH2,10.121.19.74_RAIYA ROAD_TN725B_GJ_SSA RJ_PH2,e=3586,10.121.19.74,2.9.1 load2.9.1_p13,B1,0.0,2026-08-19 01:20:37,Gujrat
10.121.18.197,Lavarpur,TN705B,GJ_SSA AM,PH1,10.121.18.197_Lavarpur_TN705B_GJ_SSA AM_PH1,e=1898,10.121.18.197,2.9.1 load2.9.1_p13,B1,0.0,2026-08-21 01:15:34,Guj AHMD SSA
10.121.19.72,MADHAPAR,TN705B,GJ_SSA RJ,PH2,10.121.19.72_MADHAPAR_TN705B_GJ_SSA RJ_PH2,e=3606,10.121.19.72,2.9.1 load2.9.1_p13,B1,2.0,2026-09-03 01:16:24,Gujrat
10.121.17.27,RAJKOT KR,TN725B,WTR_RJ,PH3,10.121.17.27_RAJKOT KR_TN725B_WTR_RJ_PH3,e=12902,10.121.17.27,2.9.1 load2.9.1_p13,B1,2.0,2026-07-25 01:16:00,GUJ_RAJKOT WTR_PH2
10.121.18.2,CIVIL HOSPITAL,TN703B,GJ_SSA AM,PH1,10.121.18.2_CIVIL HOSPITAL_TN703B_GJ_SSA AM_PH1,e=33087,10.121.18.2,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-07-26 01:09:53,
10.121.18.5,ANGAN-ARCADE,TN703B,GJ_SSA AM,PH3,10.121.18.5_ANGAN-ARCADE_TN703B_GJ_SSA AM_PH3,e=33088,10.121.18.5,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-31 01:15:07,
10.121.19.136,GOTRI,TN705B,GJ_SSA VDR,PH2,10.121.19.136_GOTRI_TN705B_GJ_SSA VDR_PH2,e=3804,10.121.19.136,2.9.1 load2.9.1_p13,B1,0.0,2026-08-29 01:02:15,Gujrat
10.121.19.131,KARELIBAGH,TN725B,GJ_SSA VDR,PH2,10.121.19.131_KARELIBAGH_TN725B_GJ_SSA VDR_PH2,e=3800,10.121.19.131,2.9.1 load2.9.1_p13,B1,0.0,2026-08-01 01:02:56,
10.121.19.134,FATEHGANJ,TN725B,GJ_SSA VDR,PH2,10.121.19.134_FATEHGANJ_TN725B_GJ_SSA VDR_PH2,e=3802,10.121.19.134,2.9.1 load2.9.1_p13,B1,0.0,2026-05-28 01:03:38,Gujrat
10.121.19.140,VASANA,TN725B,GJ_SSA VDR,PH2,10.121.19.140_VASANA_TN725B_GJ_SSA VDR_PH2,e=3841,10.121.19.140,2.9.1 load2.9.1_p13,B1,2.0,2026-08-28 01:18:57,Gujrat
10.121.16.117,AAT,TN703B,GJ_SSA VAL,PH3,10.121.16.117_AAT_TN703B_GJ_SSA VAL_PH3,e=9534,10.121.16.117,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-10 01:08:04,
10.121.19.141,BHAYALI,TN705B,GJ_SSA VDR,PH2,10.121.19.141_BHAYALI_TN705B_GJ_SSA VDR_PH2,e=3877,10.121.19.141,2.9.1 load2.9.1_p13,B1,0.0,2026-09-01 01:09:19,Gujrat
10.121.26.80,Richhwani,TN705B,WTR_AM,PH2,10.121.26.80_Richhwani_TN705B_WTR_AM_PH2,e=3625,10.121.26.80,2.9.1 load2.9.1_p13,B1,0.0,2026-07-08 01:07:46,Gujrat
10.121.19.133,PANIGATE,TN725B,GJ_SSA VDR,PH2,10.121.19.133_PANIGATE_TN725B_GJ_SSA VDR_PH2,e=3840,10.121.19.133,2.9.1 load2.9.1_p13,B1,0.0,2026-08-01 01:10:48,Gujrat
10.121.18.69,MANEKBAUG,TN705B,GJ_SSA AM,PH1,10.121.18.69_MANEKBAUG_TN705B_GJ_SSA AM_PH1,e=1456,10.121.18.69,2.9.1 load2.9.1_p13,B1,0.0,2026-08-06 01:13:51,Guj AHMD SSA
10.121.16.74,SARVOTAM BTS,TN703B,GJ_SSA VAL,PH,10.121.16.74_SARVOTAM BTS_TN703B_GJ_SSA VAL_PH,e=4433,10.121.16.74,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-10 01:16:59,GUJ _GUJRAT CIRCLE SSA
10.121.24.198,ANK TownTE,TN705B,GJ_SSA BCH,PH2,10.121.24.198_ANK TownTE_TN705B_GJ_SSA BCH_PH2,e=5184,10.121.24.198,2.9.1 load2.9.1_p13,B1,0.0,2026-08-22 01:07:07,Gujrat
10.121.15.133,TORRENT PHARMA INDRAD,TN703B,GJ_SSA MEH,PH3,10.121.15.133_TORRENT PHARMA INDRAD_TN703B_GJ_SSA MEH_PH3,e=39632,10.121.15.133,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-29 01:06:49,
10.121.19.209,MORA,TN725B,GJ_SSA SR,PH2,10.121.19.209_MORA_TN725B_GJ_SSA SR_PH2,e=30181,10.121.19.209,2.9.1 load2.9.1_p13,B1,0.0,2026-09-12 01:04:16,
10.121.19.138,CITY2,TN725B,GJ_SSA VDR,PH2,10.121.19.138_CITY2_TN725B_GJ_SSA VDR_PH2,e=3859,10.121.19.138,2.9.1 load2.9.1_p13,B1,0.0,2026-09-06 01:01:12,Gujrat
10.121.24.76,COLLECTOR OFFICE,TN705B,GJ_SSA BUJ,PH2,10.121.24.76_COLLECTOR OFFICE_TN705B_GJ_SSA BUJ_PH2,e=36577,10.121.24.76,2.9.1 load2.9.1_p13,B1,2.0,2026-07-21 01:09:41,
10.121.96.14,JESAR ROAD BTS,TN703B,GJ_SSA AMR,PH2,10.121.96.14_JESAR ROAD BTS_TN703B_GJ_SSA AMR_PH2,e=36578,10.121.96.14,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-12 01:21:25,
10.121.16.234,Anand2,TN725B,WTR_AM,PH3,10.121.16.234_Anand2_TN725B_WTR_AM_PH3,e=5821,10.121.16.234,2.9.1 load2.9.1_p13,B1,0.0,2026-09-12 01:10:15,GUJ _AHMD WTR
10.121.18.92,ADANI WILMAR,TN703B,GJ_SSA AM,PH2,10.121.18.92_ADANI WILMAR_TN703B_GJ_SSA AM_PH2,e=11216,10.121.18.92,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-05-23 01:07:04,Adani Fortune House
10.121.16.237,Thasara,TN725B,WTR_AM,PH2,10.121.16.237_Thasara_TN725B_WTR_AM_PH2,e=6055,10.121.16.237,2.9.1 load2.9.1_p13,B1,0.0,2026-08-01 01:01:08,GUJ _AHMD WTR
10.121.16.238,Sevalia,TN705B,WTR_AM,PH3,10.121.16.238_Sevalia_TN705B_WTR_AM_PH3,e=6070,10.121.16.238,2.9.1 load2.9.1_p13,B1,0.0,2026-06-19 01:02:14,GUJ _AHMD WTR
10.121.27.29,TEMBURDA,TN703B,MH_SSA CHA,PH3,10.121.27.29_TEMBURDA_TN703B_MH_SSA CHA_PH3,e=6292,10.121.27.29,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-06 01:01:07,MH_NAGPUR SSA
10.121.17.204,NARANPURA,TN725B,GJ_SSA AM,PH1,10.121.17.204_NARANPURA_TN725B_GJ_SSA AM_PH1,e=1610,10.121.17.204,2.9.1 load2.9.1_p13,B1,0.0,2026-08-14 01:02:12,Guj AHMD SSA
10.121.17.28,RAJKOT KR,TN725B,WTR_RJ,PH1,10.121.17.28_RAJKOT KR_TN725B_WTR_RJ_PH1,e=675,10.121.17.28,2.9.1 load2.9.1_p13,B1,0.0,2026-09-11 01:12:33,GUJ _RAJKOT WTR
10.121.19.159,ALDC Jambuva,TN703B,GJ_SSA VDR,PH2,10.121.19.159_ALDC Jambuva_TN703B_GJ_SSA VDR_PH2,e=6803,10.121.19.159,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-09 01:17:45,GUJ _VADODARA  SSA
10.121.24.107,Varu Nisha,TN703B,GJ_SSA BUJ,PH2,10.121.24.107_Varu Nisha_TN703B_GJ_SSA BUJ_PH2,e=6861,10.121.24.107,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-09-01 01:17:05,GUJ _BHUJ SSA
10.121.18.126,Torrent Green,TN703B,GJ_SSA AM,PH2,10.121.18.126_Torrent Green_TN703B_GJ_SSA AM_PH2,e=7190,10.121.18.126,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-07-29 01:09:57,Guj AHMD SSA
10.121.24.124,Kewal Ramani BTS,TN703B,GJ_SSA BUJ,PH2,10.121.24.124_Kewal Ramani BTS_TN703B_GJ_SSA BUJ_PH2,e=7162,10.121.24.124,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-31 01:03:42,GUJ _BHUJ SSA
10.121.16.24,SUBHANPURA N2,TN705B,GJ_SSA VDR,PH3,10.121.16.24_SUBHANPURA N2_TN705B_GJ_SSA VDR_PH3,e=46773,10.121.16.24,2.9.1 load2.9.1_p13,B1,0.0,2026-08-13 01:11:04,
10.121.25.73,CHARADA-BTS,TN703B,GJ_SSA MEH,PH2,10.121.25.73_CHARADA-BTS_TN703B_GJ_SSA MEH_PH2,e=26254,10.121.25.73,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-07-05 01:14:01,
10.121.97.230,AJOTHA TE,TN705B,GJ_SSA JND,PH3,10.121.97.230_AJOTHA TE_TN705B_GJ_SSA JND_PH3,e=46767,10.121.97.230,2.9.1 load2.9.1_p13,B1,0.0,2026-08-13 01:10:50,
10.121.24.122,Polytechnic BTS,TN703B,GJ_SSA BUJ,PH2,10.121.24.122_Polytechnic BTS_TN703B_GJ_SSA BUJ_PH2,e=7160,10.121.24.122,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-09-01 01:01:59,GUJ _BHUJ SSA
10.121.19.175,SORBID INDIA CHHANI,TN703B,GJ_SSA VDR,PH2,10.121.19.175_SORBID INDIA CHHANI_TN703B_GJ_SSA VDR_PH2,e=7367,10.121.19.175,2.9.1 Rev.B load2.9.1_p13,B1,0.0,2026-09-12 01:06:18,GUJ _VADODARA  SSA
10.121.18.194,Naroda,TN725B,GJ_SSA AM,PH1,10.121.18.194_Naroda_TN725B_GJ_SSA AM_PH1,e=1895,10.121.18.194,2.9.1 load2.9.1_p13,B1,0.0,2026-09-08 01:05:54,Guj AHMD SSA
10.121.96.15,VICTOR EXCH,TN705B,WTR_RJ,PH2,10.121.96.15_VICTOR EXCH_TN705B_WTR_RJ_PH2,e=36962,10.121.96.15,2.9.1 load2.9.1_p13,B1,0.0,2026-08-27 01:10:17,
10.121.24.132,Rakholi,TN705B,GJ_SSA VAL,PH2,10.121.24.132_Rakholi_TN705B_GJ_SSA VAL_PH2,e=8028,10.121.24.132,2.9.1 load2.9.1_p13,B1,0.0,2026-08-25 01:12:36,Gujrat
10.121.68.219,DWARKA IAF,TN703B,GJ_SSA JMN,PH2,10.121.68.219_DWARKA IAF_TN703B_GJ_SSA JMN_PH2,e=46791,10.121.68.219,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-31 01:07:00,
10.121.24.27,NATRAJ BTS,TN703B,GJ_SSA JND,PH3,10.121.24.27_NATRAJ BTS_TN703B_GJ_SSA JND_PH3,e=30316,10.121.24.27,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-18 01:20:55,
10.121.16.99,Daman,TN725B,GJ_SSA VAL,PH2,10.121.16.99_Daman_TN725B_GJ_SSA VAL_PH2,e=8003,10.121.16.99,2.9.1 load2.9.1_p13,B1,0.0,2026-08-29 01:01:04,Gujrat
10.121.96.111,INDO FILL UNIT1,TN703B,GJ_SSA BCH,PH3,10.121.96.111_INDO FILL UNIT1_TN703B_GJ_SSA BCH_PH3,e=30310,10.121.96.111,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-03 01:20:16,
10.121.18.135,NARODA,TN725B,GJ_SSA AM,PH1,10.121.18.135_NARODA_TN725B_GJ_SSA AM_PH1,e=1616,10.121.18.135,2.9.1 load2.9.1_p13,B1,0.0,2026-08-08 01:03:56,Guj AHMD SSA
10.121.99.171,GSFC Data Center,TN703B,GJ_SSA VDR,PH3,10.121.99.171_GSFC Data Center_TN703B_GJ_SSA VDR_PH3,e=25195,10.121.99.171,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-01 01:11:30,
10.121.18.236,IIT PALAJ,TN703B,GJ_SSA AM,PH3,10.121.18.236_IIT PALAJ_TN703B_GJ_SSA AM_PH3,e=35252,10.121.18.236,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-05-19 01:12:42,GJ_SSA AM_PH3
10.121.18.188,Maninagar A1,TN703B,GJ_SSA AM,PH3,10.121.18.188_Maninagar A1_TN703B_GJ_SSA AM_PH3,e=38545,10.121.18.188,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-07 01:15:30,
10.121.16.240,Kapadwanj,TN705B,WTR_AM,PH2,10.121.16.240_Kapadwanj_TN705B_WTR_AM_PH2,e=6072,10.121.16.240,2.9.1 load2.9.1_p13,B1,0.0,2026-05-14 01:02:44,GUJ _AHMD WTR
