ne_ip,location,type,ssa,phase,ne_name,ne_id,dcc_ip,software_version,hardware_version,pcb_version,last_upload_time,orig_location
10.121.19.16,Nandarva,TN703B,GJ_SSA GDH,PH3,10.121.19.16_Nandarva_TN703B_GJ_SSA GDH_PH3,e=12351,10.121.19.16,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-12 01:02:17,
10.121.97.80,RAIGAD,TN703B,GJ_SSA HMR,PH3,10.121.97.80_RAIGAD_TN703B_GJ_SSA HMR_PH3,e=34102,10.121.97.80,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-01 01:01:52,
10.121.96.33,THORDI,TN705B,WTR_RJ,PH2,10.121.96.33_THORDI_TN705B_WTR_RJ_PH2,e=22706,10.121.96.33,2.9.1 load2.9.1_p13,B1,0.0,2026-09-12 01:23:50,SSA AMRELI_PH3
10.121.25.28,NIRMA-KALATALAV,TN703B,GJ_SSA BV,PH2,10.121.25.28_NIRMA-KALATALAV_TN703B_GJ_SSA BV_PH2,e=22110,10.121.25.28,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-26 01:06:46,GUJ_BHAVNAGAR SSA
10.121.97.138,DENTAL BTS,TN703B,GJ_SSA JMN,PH3,10.121.97.138_DENTAL BTS_TN703B_GJ_SSA JMN_PH3,e=22170,10.121.97.138,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-28 01:14:53,
10.121.96.173,NARAYAN SAROVAR,TN703B,GJ_SSA BUJ,PH3,10.121.96.173_NARAYAN SAROVAR_TN703B_GJ_SSA BUJ_PH3,e=27376,10.121.96.173,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-04 01:16:56,
10.121.99.224,DGVCL NEW CORP,TN703B,GJ_SSA SR,PH3,10.121.99.224_DGVCL NEW CORP_TN703B_GJ_SSA SR_PH3,e=30774,10.121.99.224,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-05-04 01:23:18,
10.121.19.188,SAVLI TELE EXCHG,TN703B,GJ_SSA VDR,PH3,10.121.19.188_SAVLI TELE EXCHG_TN703B_GJ_SSA VDR_PH3,e=30792,10.121.19.188,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-13 01:21:56,
10.121.19.104,AJANTA BTS,TN703B,GJ_SSA RJ,PH2,10.121.19.104_AJANTA BTS_TN703B_GJ_SSA RJ_PH2,e=30799,10.121.19.104,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-07-09 01:14:20,
10.121.18.225,SHAHALAM PNT,TN703B,GJ_SSA AM,PH2,10.121.18.225_SHAHALAM PNT_TN703B_GJ_SSA AM_PH2,e=15157,10.121.18.225,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-04 01:19:46,
10.121.98.146,DEV,TN703B,GJ_SSA PNP,PH3,10.121.98.146_DEV_TN703B_GJ_SSA PNP_PH3,e=34147,10.121.98.146,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-24 01:14:55,
10.121.100.49,VIHAN A1,TN703B,GJ_SSA SR,PH2,10.121.100.49_VIHAN A1_TN703B_GJ_SSA SR_PH2,e=39144,10.121.100.49,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-04 01:17:04,
10.121.99.18,JORAVARNAGAR 2,TN703B,GJ_SSA SEN,PH3,10.121.99.18_JORAVARNAGAR 2_TN703B_GJ_SSA SEN_PH3,e=28919,10.121.99.18,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-03 01:03:37,
10.121.26.75,CHHAPARI,TN705B,GJ_SSA GDH,PH3,10.121.26.75_CHHAPARI_TN705B_GJ_SSA GDH_PH3,e=12150,10.121.26.75,2.9.1 load2.9.1_p13,B1,2.0,2026-09-12 01:20:17,GUJ_AHMD WTR_PH3
10.121.99.16,KHOLADIAD,TN703B,GJ_SSA SEN,PH3,10.121.99.16_KHOLADIAD_TN703B_GJ_SSA SEN_PH3,e=28917,10.121.99.16,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-11 01:02:56,
10.121.97.83,SANKALP BTS,TN703B,GJ_SSA HMR,PH3,10.121.97.83_SANKALP BTS_TN703B_GJ_SSA HMR_PH3,e=28727,10.121.97.83,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-17 01:14:34,
10.121.98.145,RANPUR,TN705B,GJ_SSA PNP,PH3,10.121.98.145_RANPUR_TN705B_GJ_SSA PNP_PH3,e=28905,10.121.98.145,2.9.1 load2.9.1_p13,B1,2.0,2026-09-04 01:00:32,
10.121.98.93,Gudel,TN703B,GJ_SSA NAD,PH3,10.121.98.93_Gudel_TN703B_GJ_SSA NAD_PH3,e=35460,10.121.98.93,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-10 01:00:51,
10.121.97.69,Aniyor Ex,TN705B,GJ_SSA HMR,PH3,10.121.97.69_Aniyor Ex_TN705B_GJ_SSA HMR_PH3,e=28516,10.121.97.69,2.9.1 load2.9.1_p13,B1,2.0,2026-08-03 01:10:51,
10.121.98.100,Goblej TE,TN703B,GJ_SSA NAD,PH3,10.121.98.100_Goblej TE_TN703B_GJ_SSA NAD_PH3,e=28989,10.121.98.100,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-11 01:06:40,
10.121.18.221,GOPI BTS,TN703B,GJ_SSA AM,PH2,10.121.18.221_GOPI BTS_TN703B_GJ_SSA AM_PH2,e=15177,10.121.18.221,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-06 01:30:58,
10.121.24.165,ATUL LTD,TN703B,GJ_SSA VAL,PH3,10.121.24.165_ATUL LTD_TN703B_GJ_SSA VAL_PH3,e=40407,10.121.24.165,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-04-11 01:15:40,
10.121.99.20,FULESHWAR,TN703B,GJ_SSA SEN,PH3,10.121.99.20_FULESHWAR_TN703B_GJ_SSA SEN_PH3,e=28921,10.121.99.20,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-18 01:03:23,
10.121.19.215,SASMI BHAWAN,TN703B,GJ_SSA SR,PH2,10.121.19.215_SASMI BHAWAN_TN703B_GJ_SSA SR_PH2,e=4701,10.121.19.215,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-06 01:01:04,GUJ _SURAT SSA
10.121.17.50,RAMOD,TN705B,GJ_SSA RJ,PH3,10.121.17.50_RAMOD_TN705B_GJ_SSA RJ_PH3,e=48581,10.121.17.50,2.9.1 load2.9.1_p13,B1,2.0,2026-09-08 01:01:59,
10.121.96.40,LATHI,TN725B,WTR_RJ,PH2,10.121.96.40_LATHI_TN725B_WTR_RJ_PH2,e=16258,10.121.96.40,2.9.1 load2.9.1_p13,B1,0.0,2026-09-11 01:13:44,GUJ_RAJKOT WTR_PH2
10.121.99.30,BAJANA,TN703B,GJ_SSA SEN,PH3,10.121.99.30_BAJANA_TN703B_GJ_SSA SEN_PH3,e=48575,10.121.99.30,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-26 01:14:00,
10.121.17.13,RLY STN MORBI,TN703B,GJ_SSA RJ,PH3,10.121.17.13_RLY STN MORBI_TN703B_GJ_SSA RJ_PH3,e=48599,10.121.17.13,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-18 01:12:35,
10.121.16.192,KASANA EX,TN703B,GJ_SSA HMR,PH1,10.121.16.192_KASANA EX_TN703B_GJ_SSA HMR_PH1,e=35623,10.121.16.192,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-11 01:04:57,
10.121.19.93,UDAY HALL,TN703B,GJ_SSA RJ,PH3,10.121.19.93_UDAY HALL_TN703B_GJ_SSA RJ_PH3,e=9510,10.121.19.93,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-09 01:02:46,RAJKOT SSA_PH3
10.121.68.79,NEW-FALDHARA,TN703B,GJ_SSA VAL,PH3,10.121.68.79_NEW-FALDHARA_TN703B_GJ_SSA VAL_PH3,e=37816,10.121.68.79,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-25 01:06:16,
10.121.98.8,SATLASANA,TN705B,GJ_SSA MEH,PH2,10.121.98.8_SATLASANA_TN705B_GJ_SSA MEH_PH2,e=11228,10.121.98.8,2.9.1 load2.9.1_p13,B1,2.0,2026-09-11 01:01:00,SSA  MAHESHANA_PH3
10.121.97.100,DEMAI,TN703B,GJ_SSA HMR,PH3,10.121.97.100_DEMAI_TN703B_GJ_SSA HMR_PH3,e=46352,10.121.97.100,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-10 01:00:49,
10.121.26.82,Juna Baria,TN703B,GJ_SSA GDH,PH3,10.121.26.82_Juna Baria_TN703B_GJ_SSA GDH_PH3,e=46376,10.121.26.82,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-25 01:16:03,
10.121.19.167,SATYAM BTS,TN703B,GJ_SSA VDR,PH3,10.121.19.167_SATYAM BTS_TN703B_GJ_SSA VDR_PH3,e=33251,10.121.19.167,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-06-03 01:01:26,GJ_SSA VDR_PH3
10.121.19.163,BOB MANDVI,TN703B,GJ_SSA VDR,PH2,10.121.19.163_BOB MANDVI_TN703B_GJ_SSA VDR_PH2,e=7196,10.121.19.163,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-03 01:13:22,GUJ _VADODARA  SSA
10.121.24.83,BSF Sedata A1,TN703B,GJ_SSA BUJ,PH3,10.121.24.83_BSF Sedata A1_TN703B_GJ_SSA BUJ_PH3,e=46370,10.121.24.83,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-09-09 01:08:21,
10.121.18.161,Madhupura,TN703B,GJ_SSA AM,PH3,10.121.18.161_Madhupura_TN703B_GJ_SSA AM_PH3,e=37823,10.121.18.161,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-02 01:02:43,
10.121.18.214,Odhav,TN725B,GJ_SSA AM,PH1,10.121.18.214_Odhav_TN725B_GJ_SSA AM_PH1,e=1860,10.121.18.214,2.9.1 load2.9.1_p13,B1,0.0,2026-09-08 01:03:34,Guj AHMD SSA
10.121.99.23,VITHALGADH,TN703B,GJ_SSA SEN,PH3,10.121.99.23_VITHALGADH_TN703B_GJ_SSA SEN_PH3,e=32723,10.121.99.23,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-11 01:14:03,
10.121.96.38,VIJAPADI TE,TN705B,GJ_SSA AMR,PH2,10.121.96.38_VIJAPADI TE_TN705B_GJ_SSA AMR_PH2,e=22707,10.121.96.38,2.9.1 load2.9.1_p13,B1,0.0,2026-09-12 01:24:10,SSA AMRELI_PH3
10.121.26.83,SAGTALA,TN703B,GJ_SSA GDH,PH2,10.121.26.83_SAGTALA_TN703B_GJ_SSA GDH_PH2,e=46388,10.121.26.83,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-02 01:14:20,
10.121.96.179,Ultratech A1,TN703B,GJ_SSA BUJ,PH3,10.121.96.179_Ultratech A1_TN703B_GJ_SSA BUJ_PH3,e=46394,10.121.96.179,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-29 01:08:21,
10.121.19.231,PIPLOD BTS,TN703B,GJ_SSA SR,PH2,10.121.19.231_PIPLOD BTS_TN703B_GJ_SSA SR_PH2,e=6606,10.121.19.231,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-06 01:25:41,GUJ _SURAT SSA
10.121.17.177,GUNDARANA,TN703B,GJ_SSA BV,PH3,10.121.17.177_GUNDARANA_TN703B_GJ_SSA BV_PH3,e=33080,10.121.17.177,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-18 01:15:53,
10.121.25.185,Samaliya Cpan A1,TN703B,GJ_SSA HMR,PH3,10.121.25.185_Samaliya Cpan A1_TN703B_GJ_SSA HMR_PH3,e=48701,10.121.25.185,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-06 01:09:29,
10.121.17.150,OTHA B1,TN705B,GJ_SSA BV,PH3,10.121.17.150_OTHA B1_TN705B_GJ_SSA BV_PH3,e=33036,10.121.17.150,2.9.1 load2.9.1_p13,B1,2.0,2026-09-04 01:02:48,GUJ_RAJKOT WTR_PH3
10.121.25.178,Dalpur Cpan A1,TN703B,GJ_SSA HMR,PH3,10.121.25.178_Dalpur Cpan A1_TN703B_GJ_SSA HMR_PH3,e=48731,10.121.25.178,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-06 01:06:48,
10.121.24.34,NAGOA,TN703B,GJ_SSA JND,PH3,10.121.24.34_NAGOA_TN703B_GJ_SSA JND_PH3,e=30817,10.121.24.34,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-11 01:07:42,
10.121.99.17,MALOD BTS,TN703B,GJ_SSA SEN,PH3,10.121.99.17_MALOD BTS_TN703B_GJ_SSA SEN_PH3,e=28918,10.121.99.17,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-02 01:03:54,
10.121.18.238,CM HOUSE,TN703B,GJ_SSA AM,PH3,10.121.18.238_CM HOUSE_TN703B_GJ_SSA AM_PH3,e=31896,10.121.18.238,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-24 01:18:24,
10.121.18.67,NARANPURA 3,TN725B,GJ_SSA AM,PH1,10.121.18.67_NARANPURA 3_TN725B_GJ_SSA AM_PH1,e=1454,10.121.18.67,2.9.1 load2.9.1_p13,B1,0.0,2026-06-30 01:08:05,Guj AHMD SSA
10.121.68.83,AHWA,TN725B,GJ_SSA VAL,PH3,10.121.68.83_AHWA_TN725B_GJ_SSA VAL_PH3,e=13207,10.121.68.83,2.9.1 load2.9.1_p13,B1,2.0,2026-08-30 01:10:26,GUJ_VALSAD SSA_PH3
10.121.24.133,TALASARI,TN705B,GJ_SSA VAL,PH2,10.121.24.133_TALASARI_TN705B_GJ_SSA VAL_PH2,e=8684,10.121.24.133,2.9.1 load2.9.1_p13,B1,0.0,2026-07-26 01:04:02,
10.121.100.5,SAYAN,TN705B,GJ_SSA SR,PH3,10.121.100.5_SAYAN_TN705B_GJ_SSA SR_PH3,e=30501,10.121.100.5,2.9.1 load2.9.1_p13,B1,2.0,2026-08-25 01:21:33,
10.121.19.139,ATLADRA,TN725B,GJ_SSA VDR,PH2,10.121.19.139_ATLADRA_TN725B_GJ_SSA VDR_PH2,e=3805,10.121.19.139,2.9.1 load2.9.1_p13,B1,0.0,2026-07-19 01:04:20,GUJ _AHMD WTR
10.121.25.124,CARRIER-ROOM,TN725B,GJ_SSA MEH,PH2,10.121.25.124_CARRIER-ROOM_TN725B_GJ_SSA MEH_PH2,e=33030,10.121.25.124,2.9.1 load2.9.1_p13,B1,2.0,2026-09-12 01:02:38,GJ_SSA MEH_PH2
10.121.19.137,CITY 1,TN725B,GJ_SSA VDR,PH2,10.121.19.137_CITY 1_TN725B_GJ_SSA VDR_PH2,e=3812,10.121.19.137,2.9.1 load2.9.1_p13,B1,0.0,2026-08-25 01:12:06,Gujrat
10.121.16.243,Nadiad Micro,TN705B,WTR_AM,PH3,10.121.16.243_Nadiad Micro_TN705B_WTR_AM_PH3,e=5815,10.121.16.243,2.9.1 load2.9.1_p13,B1,0.0,2026-03-30 01:15:22,GUJ _AHMD WTR
10.121.18.91,TTSL City Gold Shyamal,TN703B,GJ_SSA AM,PH2,10.121.18.91_TTSL City Gold Shyamal_TN703B_GJ_SSA AM_PH2,e=11210,10.121.18.91,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-05-11 01:14:41,New India Assurance Popular House
10.121.19.40,Kadwal,TN703B,GJ_SSA GDH,PH2,10.121.19.40_Kadwal_TN703B_GJ_SSA GDH_PH2,e=34311,10.121.19.40,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-12 01:06:21,
10.121.96.183,ARCHEAN CHEMICAL,TN703B,GJ_SSA BUJ,PH3,10.121.96.183_ARCHEAN CHEMICAL_TN703B_GJ_SSA BUJ_PH3,e=37840,10.121.96.183,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-28 01:07:43,
10.121.15.154,Ranpur,TN705B,GJ_SSA AM,PH3,10.121.15.154_Ranpur_TN705B_GJ_SSA AM_PH3,e=39373,10.121.15.154,2.9.1 load2.9.1_p13,B1,0.0,2026-08-26 01:18:17,
10.121.17.93,BHUJ3,TN725B,WTR_RJ,PH1,10.121.17.93_BHUJ3_TN725B_WTR_RJ_PH1,e=39409,10.121.17.93,2.9.1 load2.9.1_p13,B1,2.0,2026-08-09 01:06:04,
10.121.99.164,NAVRACHNA UNIVERSITY,TN703B,GJ_SSA VDR,PH2,10.121.99.164_NAVRACHNA UNIVERSITY_TN703B_GJ_SSA VDR_PH2,e=40611,10.121.99.164,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-01 01:09:07,
10.121.15.153,GERITA,TN703B,GJ_SSA MEH,PH,10.121.15.153_GERITA_TN703B_GJ_SSA MEH_PH,e=39361,10.121.15.153,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-23 01:20:09,
10.121.19.248,L AND T ADMIN,TN703B,GJ_SSA SR,PH3,10.121.19.248_L AND T ADMIN_TN703B_GJ_SSA SR_PH3,e=40593,10.121.19.248,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-07-19 01:23:14,
10.121.99.206,VIBRANT GUJ A1,TN703B,GJ_SSA SR,PH3,10.121.99.206_VIBRANT GUJ A1_TN703B_GJ_SSA SR_PH3,e=40605,10.121.99.206,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-07-03 01:11:22,
10.121.25.123,PILAJIGANJ-EXCG,TN705B,GJ_SSA MEH,PH2,10.121.25.123_PILAJIGANJ-EXCG_TN705B_GJ_SSA MEH_PH2,e=35648,10.121.25.123,2.9.1 load2.9.1_p13,B1,2.0,2026-09-08 01:03:55,
10.121.17.84,Vadala,TN703B,GJ_SSA BUJ,PH3,10.121.17.84_Vadala_TN703B_GJ_SSA BUJ_PH3,e=37848,10.121.17.84,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-14 01:01:45,
10.121.24.126,Command Control,TN703B,GJ_SSA BUJ,PH2,10.121.24.126_Command Control_TN703B_GJ_SSA BUJ_PH2,e=8818,10.121.24.126,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-07-27 01:21:04,GUJ _BHUJ SSA
10.121.99.35,SURENDRANAGAR PNT,TN703B,GJ_SSA SEN,PH3,10.121.99.35_SURENDRANAGAR PNT_TN703B_GJ_SSA SEN_PH3,e=9541,10.121.99.35,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-22 01:06:46,Gujarat Surendranagar SSA
10.121.19.206,HAZIRA EXCG,TN705B,GJ_SSA SR,PH3,10.121.19.206_HAZIRA EXCG_TN705B_GJ_SSA SR_PH3,e=34323,10.121.19.206,2.9.1 load2.9.1_p13,B1,2.0,2026-08-16 01:03:20,
10.121.97.227,SHIL,TN705B,GJ_SSA JND,PH1,10.121.97.227_SHIL_TN705B_GJ_SSA JND_PH1,e=34324,10.121.97.227,2.9.1 load2.9.1_p13,B1,0.0,2026-09-12 01:04:07,GJ_SSA JUNAGAD_PH1
10.121.96.106,BIRLA COPPER DAHEJ,TN703B,GJ_SSA BCH,PH3,10.121.96.106_BIRLA COPPER DAHEJ_TN703B_GJ_SSA BCH_PH3,e=24352,10.121.96.106,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-11 01:09:59,SSA BHARUCH_PH3
10.121.96.68,SEZ BTS,TN705B,GJ_SSA BCH,PH3,10.121.96.68_SEZ BTS_TN705B_GJ_SSA BCH_PH3,e=22164,10.121.96.68,2.9.1 load2.9.1_p13,B1,2.0,2026-09-03 01:12:34,
10.121.16.109,UMERGAON,TN705B,GJ_SSA VAL,PH3,10.121.16.109_UMERGAON_TN705B_GJ_SSA VAL_PH3,e=22194,10.121.16.109,2.9.1 load2.9.1_p13,B1,2.0,2026-08-16 01:09:57,
10.121.98.87,SP UNIVERSITY,TN703B,GJ_SSA NAD,PH3,10.121.98.87_SP UNIVERSITY_TN703B_GJ_SSA NAD_PH3,e=23456,10.121.98.87,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-11 01:00:31,
10.121.18.234,SHERATHA EXCH,TN703B,GJ_SSA AM,PH3,10.121.18.234_SHERATHA EXCH_TN703B_GJ_SSA AM_PH3,e=34129,10.121.18.234,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-06-20 01:00:51,
10.121.17.186,AMRUTVEL,TN703B,GJ_SSA BV,PH2,10.121.17.186_AMRUTVEL_TN703B_GJ_SSA BV_PH2,e=48941,10.121.17.186,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-30 01:04:40,
10.121.17.16,KANPAR,TN705B,GJ_SSA RJ,PH3,10.121.17.16_KANPAR_TN705B_GJ_SSA RJ_PH3,e=48953,10.121.17.16,2.9.1 load2.9.1_p13,B1,0.0,2026-09-12 01:05:59,
10.121.18.237,PETROGRAPHY,TN703B,GJ_SSA AM,PH3,10.121.18.237_PETROGRAPHY_TN703B_GJ_SSA AM_PH3,e=34123,10.121.18.237,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-11 01:00:46,
10.121.99.181,FAG MANEJA,TN703B,GJ_SSA VDR,PH3,10.121.99.181_FAG MANEJA_TN703B_GJ_SSA VDR_PH3,e=36547,10.121.99.181,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-07-12 01:01:12,
10.121.17.151,MahuvaBhadra,TN703B,GJ_SSA BV,PH3,10.121.17.151_MahuvaBhadra_TN703B_GJ_SSA BV_PH3,e=35889,10.121.17.151,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-26 01:04:17,
10.121.100.40,KUKARMUNDA,TN705B,GJ_SSA SR,PH1,10.121.100.40_KUKARMUNDA_TN705B_GJ_SSA SR_PH1,e=15829,10.121.100.40,2.9.1 load2.9.1_p13,B1,0.0,2026-09-04 01:01:08,GUJ_SURAT WTR_PH1
10.121.24.148,TAIWAD,TN703B,GJ_SSA VAL,PH,10.121.24.148_TAIWAD_TN703B_GJ_SSA VAL_PH,e=36542,10.121.24.148,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-07-24 01:01:17,
10.121.68.80,NIC Silvassa,TN703B,GJ_SSA VAL,PH2,10.121.68.80_NIC Silvassa_TN703B_GJ_SSA VAL_PH2,e=35474,10.121.68.80,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-07-26 01:10:24,
10.121.97.209,GADU,TN725B,GJ_SSA JND,PH3,10.121.97.209_GADU_TN725B_GJ_SSA JND_PH3,e=26913,10.121.97.209,2.9.1 load2.9.1_p13,B1,2.0,2026-08-06 01:06:58,
10.121.96.112,ACCHOD,TN705B,GJ_SSA BCH,PH3,10.121.96.112_ACCHOD_TN705B_GJ_SSA BCH_PH3,e=36544,10.121.96.112,2.9.1 load2.9.1_p13,B1,2.0,2026-09-04 01:00:58,
10.121.19.80,KOTHARIA,TN705B,GJ_SSA RJ,PH3,10.121.19.80_KOTHARIA_TN705B_GJ_SSA RJ_PH3,e=35483,10.121.19.80,2.9.1 load2.9.1_p13,B1,2.0,2026-08-20 01:21:58,
10.121.17.3,JAMGADH,TN703B,GJ_SSA RJ,PH3,10.121.17.3_JAMGADH_TN703B_GJ_SSA RJ_PH3,e=48996,10.121.17.3,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-09-01 01:02:10,
10.121.97.104,CHORIWAD-BTS,TN703B,GJ_SSA HMR,PH3,10.121.97.104_CHORIWAD-BTS_TN703B_GJ_SSA HMR_PH3,e=34914,10.121.97.104,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-11 01:13:08,
10.121.17.4,KHAREDA,TN703B,GJ_SSA RJ,PH3,10.121.17.4_KHAREDA_TN703B_GJ_SSA RJ_PH3,e=48997,10.121.17.4,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-09-12 01:02:48,
10.121.68.81,BOB GIDC VAPI,TN703B,GJ_SSA VAL,PH2,10.121.68.81_BOB GIDC VAPI_TN703B_GJ_SSA VAL_PH2,e=35459,10.121.68.81,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-11 01:00:58,
10.121.24.65,Bhuj Laltekri(GNE),TN725B,GJ_SSA BUJ,PH2,10.121.24.65_Bhuj Laltekri(GNE)_TN725B_GJ_SSA BUJ_PH2,e=4681,10.121.24.65,2.9.1 load2.9.1_p13,B1,0.0,2026-09-09 01:02:15,GUJ _RAJKOT WTR
10.121.68.208,SIDSAR,TN705B,WTR_RJ,PH3,10.121.68.208_SIDSAR_TN705B_WTR_RJ_PH3,e=44127,10.121.68.208,2.9.1 load2.9.1_p13,B1,0.0,2026-08-31 01:06:26,Jamnagar
10.121.24.79,SHRUJAN CREATION,TN703B,GJ_SSA BUJ,PH2,10.121.24.79_SHRUJAN CREATION_TN703B_GJ_SSA BUJ_PH2,e=40797,10.121.24.79,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-10 01:05:13,
10.121.18.229,NANDEJ,TN703B,GJ_SSA AM,PH1,10.121.18.229_NANDEJ_TN703B_GJ_SSA AM_PH1,e=36148,10.121.18.229,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-09-12 01:07:39,GUJ AHMD SSA
10.121.25.121,HNGU PATAN,TN703B,GJ_SSA MEH,PH2,10.121.25.121_HNGU PATAN_TN703B_GJ_SSA MEH_PH2,e=36130,10.121.25.121,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-12 01:03:50,
10.121.25.187,AKRUND,TN703B,GJ_SSA HMR,PH3,10.121.25.187_AKRUND_TN703B_GJ_SSA HMR_PH3,e=44139,10.121.25.187,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-03 01:02:15,
10.121.18.120,KESAR PARTY PLOT BTS,TN703B,GJ_SSA AM,PH1,10.121.18.120_KESAR PARTY PLOT BTS_TN703B_GJ_SSA AM_PH1,e=36136,10.121.18.120,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-15 01:19:50,GUJ AHMD SSA
10.121.18.139,VATVA RTSD A1,TN703B,GJ_SSA AM,PH1,10.121.18.139_VATVA RTSD A1_TN703B_GJ_SSA AM_PH1,e=36142,10.121.18.139,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-07 01:11:20,GUJ AHMD SSA
10.121.96.189,BHIRANDIYARA,TN705B,GJ_SSA BUJ,PH3,10.121.96.189_BHIRANDIYARA_TN705B_GJ_SSA BUJ_PH3,e=40827,10.121.96.189,2.9.1 load2.9.1_p13,B1,0.0,2026-08-30 01:11:40,
10.121.68.101,CITYNET SAMARVANI,TN703B,GJ_SSA VAL,PH,10.121.68.101_CITYNET SAMARVANI_TN703B_GJ_SSA VAL_PH,e=38050,10.121.68.101,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-07-29 01:12:21,
10.121.17.73,Ramvav,TN703B,GJ_SSA BUJ,PH3,10.121.17.73_Ramvav_TN703B_GJ_SSA BUJ_PH3,e=44163,10.121.17.73,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-09-11 01:00:33,
10.121.97.98,AMBLIYARA,TN703B,GJ_SSA HMR,PH3,10.121.97.98_AMBLIYARA_TN703B_GJ_SSA HMR_PH3,e=44169,10.121.97.98,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-06 01:01:39,
10.121.25.177,HARSOL-BTS,TN703B,GJ_SSA HMR,PH3,10.121.25.177_HARSOL-BTS_TN703B_GJ_SSA HMR_PH3,e=40839,10.121.25.177,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-03 01:11:39,
