Index,Object Fid,Last Upload Time,NE Name,NE ID,NE Type,DCC IP,Net Mask,Software Version,Hardware Version,PCB Version,Manufacture Date,Location,
1147,\10.121.18.23_JAGATPUR_TN725B_GJ_SSA AM_PH1,2026-06-13 01:34:57,10.121.18.23_JAGATPUR_TN725B_GJ_SSA AM_PH1,\e=1571,TN725B R2.9.2,10.121.18.23,,2.9.1 load2.9.1_p13,B1,0,,Guj AHMD SSA,
1148,\10.121.18.230_NAROL-SCHOOL_TN703B_GJ_SSA AM_PH2,2026-08-10 01:16:04,10.121.18.230_NAROL-SCHOOL_TN703B_GJ_SSA AM_PH2,\e=15283,TN703B R2.9.2 Rev.A,10.121.18.230,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
1149,\10.121.19.171_VIBGYOR SCHOOL_TN703B_GJ_SSA VDR_PH2,2026-09-01 01:26:04,10.121.19.171_VIBGYOR SCHOOL_TN703B_GJ_SSA VDR_PH2,\e=6771,TN703B R2.9.2 Rev.B,10.121.19.171,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GUJ _VADODARA  SSA,
1150,\10.121.15.141_Sidhpur_TN725B_WTR_AM_PH2,2026-07-21 01:47:23,10.121.15.141_Sidhpur_TN725B_WTR_AM_PH2,\e=3295,TN725B R2.9.2,10.121.15.141,,2.9.1 load2.9.1_p13,B1,0,,GUJ _AHMD WTR,
1151,\10.121.17.69_GANDHIDHAM_TN725B_WTR_RJ_PH1,2026-07-22 01:23:31,10.121.17.69_GANDHIDHAM_TN725B_WTR_RJ_PH1,\e=1279,TN725B R2.9.2,10.121.17.69,,2.9.1 load2.9.1_p13,B1,2,,GUJ _RAJKOT WTR,
1152,\10.121.17.65_BHUJ1(GNE)_TN725B_WTR_RJ_PH1,2026-07-23 01:34:29,10.121.17.65_BHUJ1(GNE)_TN725B_WTR_RJ_PH1,\e=1005,TN725B R2.9.2,10.121.17.65,,2.9.1 load2.9.1_p13,B1,0,,GUJ _RAJKOT WTR,
1153,\10.121.20.60_Dadiya EX_TN703B_GJ_SSA JMN_PH2,2026-08-31 01:10:24,10.121.20.60_Dadiya EX_TN703B_GJ_SSA JMN_PH2,\e=8985,TN703B R2.9.2 Rev.A,10.121.20.60,,2.9.1 Rev.A load2.9.1_p14,B1,2,,GUJ _JAMNAGAR  SSA,
1154,\10.121.24.185_KHAMBHLA_TN703B_GJ_SSA VAL_PH3,2026-07-25 01:44:15,10.121.24.185_KHAMBHLA_TN703B_GJ_SSA VAL_PH3,\e=29265,TN703B R2.9.2 Rev.B,10.121.24.185,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
1155,\10.121.25.75_PT-Colony_TN703B_GJ_SSA MEH_PH2,2026-08-09 01:41:15,10.121.25.75_PT-Colony_TN703B_GJ_SSA MEH_PH2,\e=9841,TN703B R2.9.2 Rev.B,10.121.25.75,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
1156,\10.121.100.23_LUTHRA PLS_TN703B_GJ_SSA SR_PH3,2026-09-03 01:15:39,10.121.100.23_LUTHRA PLS_TN703B_GJ_SSA SR_PH3,\e=15528,TN703B R2.9.2 Rev.B,10.121.100.23,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GUJ_SURAT SSA_PH3,
1157,\10.121.19.238_RANDER TE(PM EVENT)_TN703B_GJ_SSA SR_PH2,2026-08-15 01:42:39,10.121.19.238_RANDER TE(PM EVENT)_TN703B_GJ_SSA SR_PH2,\e=9602,TN703B R2.9.2 Rev.B,10.121.19.238,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GJ_SURAT SSA,
1158,\10.121.25.125_ BHALUSANA_TN703B_GJ_SSA MEH_PH2,2026-09-11 01:14:33,10.121.25.125_ BHALUSANA_TN703B_GJ_SSA MEH_PH2,\e=8911,TN703B R2.9.2 Rev.A,10.121.25.125,,2.9.1 Rev.A load2.9.1_p14,B1,2,,GUJ _MEHSANA  SSA,
1159,\10.121.99.32_SUDAMDA_TN703B_GJ_SSA SEN_PH3,2026-08-26 01:24:28,10.121.99.32_SUDAMDA_TN703B_GJ_SSA SEN_PH3,\e=47055,TN703B R2.9.2 Rev.B,10.121.99.32,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
1160,\10.121.99.144_L AND T_TN725B_GJ_SSA VDR_PH3,2026-08-07 01:40:57,10.121.99.144_L AND T_TN725B_GJ_SSA VDR_PH3,\e=10873,TN725B R2.9.2,10.121.99.144,,2.9.1 load2.9.1_p13,B1,2,,GUJ_VADODRA SSA_PH3,
1161,\10.121.18.84_DRP POLICE STN_TN703B_GJ_SSA AM_PH2,2026-09-01 01:17:17,10.121.18.84_DRP POLICE STN_TN703B_GJ_SSA AM_PH2,\e=10835,TN703B R2.9.2 Rev.B,10.121.18.84,,2.9.1 Rev.B load2.9.1_p13,B1,0,,,
1162,\10.121.19.161_CENTRE POINT BTS_TN703B_GJ_SSA VDR_PH2,2026-06-05 01:43:42,10.121.19.161_CENTRE POINT BTS_TN703B_GJ_SSA VDR_PH2,\e=7429,TN703B R2.9.2 Rev.B,10.121.19.161,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GUJ _VADODARA  SSA,
1163,\10.121.24.145_VIDHUT-BHAWAN-SLV_TN703B_GJ_SSA VAL_PH,2026-08-01 01:40:33,10.121.24.145_VIDHUT-BHAWAN-SLV_TN703B_GJ_SSA VAL_PH,\e=10885,TN703B R2.9.2 Rev.B,10.121.24.145,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
1164,\10.121.68.93_Dadra_TN705B_GJ_SSA VAL_PH3,2026-08-02 01:35:10,10.121.68.93_Dadra_TN705B_GJ_SSA VAL_PH3,\e=13299,TN705B R2.9.2,10.121.68.93,,2.9.1 load2.9.1_p13,B1,2,,SSA VALSAD_PH3,
1165,\10.121.97.85_Shamlaji_TN703B_GJ_SSA HMR_PH3,2026-08-26 01:27:09,10.121.97.85_Shamlaji_TN703B_GJ_SSA HMR_PH3,\e=30261,TN703B R2.9.2 Rev.B,10.121.97.85,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
1166,\10.121.17.78_PALASAVA_TN703B_GJ_SSA BUJ_PH,2026-09-05 01:06:24,10.121.17.78_PALASAVA_TN703B_GJ_SSA BUJ_PH,\e=47085,TN703B R2.9.2 Rev.A,10.121.17.78,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
1167,\10.121.98.4_Linch_TN705B_GJ_SSA MEH_PH3,2026-08-27 01:24:59,10.121.98.4_Linch_TN705B_GJ_SSA MEH_PH3,\e=11524,TN705B R2.9.2,10.121.98.4,,2.9.1 load2.9.1_p13,B1,0,,,
1168,\10.121.97.132_Aliyabada_TN705B_GJ_SSA JMN_PH3,2026-08-18 01:27:19,10.121.97.132_Aliyabada_TN705B_GJ_SSA JMN_PH3,\e=11987,TN705B R2.9.2,10.121.97.132,,2.9.1 load2.9.1_p13,B1,0,,SSA JAMNAGAR_PH3,
1169,\10.121.96.130_NIRONA_TN705B_GJ_SSA BUJ_PH3,2026-09-09 01:03:49,10.121.96.130_NIRONA_TN705B_GJ_SSA BUJ_PH3,\e=12063,TN705B R2.9.2,10.121.96.130,,2.9.1 load2.9.1_p13,B1,2,,SSA BHUJ_PH3,
1170,\10.121.24.207_OBHA_TN703B_GJ_SSA BCH_PH2,2026-06-16 01:44:24,10.121.24.207_OBHA_TN703B_GJ_SSA BCH_PH2,\e=12026,TN703B R2.9.2 Rev.B,10.121.24.207,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
1171,\10.121.24.208_ILAV_TN703B_GJ_SSA BCH_PH2,2026-09-12 01:12:48,10.121.24.208_ILAV_TN703B_GJ_SSA BCH_PH2,\e=12027,TN703B R2.9.2 Rev.B,10.121.24.208,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
1172,\10.121.19.14_SIMALIYA_TN703B_GJ_SSA GDH_PH1,2026-09-12 01:22:36,10.121.19.14_SIMALIYA_TN703B_GJ_SSA GDH_PH1,\e=42422,TN703B R2.9.2 Rev.B,10.121.19.14,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
1173,\10.121.97.151_MEDI_TN703B_GJ_SSA JMN_PH2,2026-09-11 01:12:19,10.121.97.151_MEDI_TN703B_GJ_SSA JMN_PH2,\e=12034,TN703B R2.9.2 Rev.A,10.121.97.151,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
1174,\10.121.17.145_Talaja RSU_TN703B_GJ_SSA BV_PH3,2026-08-27 01:14:37,10.121.17.145_Talaja RSU_TN703B_GJ_SSA BV_PH3,\e=47115,TN703B R2.9.2 Rev.B,10.121.17.145,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
1175,\10.121.19.195_KARIMABAD1_TN725B_GJ_SSA SR_PH2,2026-08-09 01:38:58,10.121.19.195_KARIMABAD1_TN725B_GJ_SSA SR_PH2,\e=3429,TN725B R2.9.2,10.121.19.195,,2.9.1 load2.9.1_p13,B1,0,,Gujrat,
1176,\10.121.16.116_KABILPORE GIDC_TN703B_GJ_SSA VAL_PH3,2026-07-31 01:31:13,10.121.16.116_KABILPORE GIDC_TN703B_GJ_SSA VAL_PH3,\e=30958,TN703B R2.9.2 Rev.B,10.121.16.116,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GJ_SSA VAL_PH3,
1177,\10.121.99.157_Sayajigunj-Exchg_TN703B_GJ_SSA VDR_PH3,2026-06-01 01:33:59,10.121.99.157_Sayajigunj-Exchg_TN703B_GJ_SSA VDR_PH3,\e=13337,TN703B R2.9.2 Rev.B,10.121.99.157,,2.9.1 Rev.B load2.9.1_p14,B1,0,,SSA VADODRA_PH3,
1178,\10.121.99.155_VMSS PRI_TN703B_GJ_SSA VDR_PH3,2026-09-04 01:10:56,10.121.99.155_VMSS PRI_TN703B_GJ_SSA VDR_PH3,\e=47147,TN703B R2.9.2 Rev.B,10.121.99.155,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
1179,\10.121.99.160_GEB-SCADA-GORWA_TN703B_GJ_SSA VDR_PH3,2026-07-16 01:26:50,10.121.99.160_GEB-SCADA-GORWA_TN703B_GJ_SSA VDR_PH3,\e=13340,TN703B R2.9.2 Rev.B,10.121.99.160,,2.9.1 Rev.B load2.9.1_p14,B1,0,,SSA VADODRA_PH3,
1180,\10.121.98.5_Ambliyasan_TN705B_GJ_SSA MEH_PH3,2026-08-27 01:24:09,10.121.98.5_Ambliyasan_TN705B_GJ_SSA MEH_PH3,\e=13712,TN705B R2.9.2,10.121.98.5,,2.9.1 load2.9.1_p13,B1,2,,,
1181,\10.121.15.150_AM GULBAITEKRA_TN725B_WTR_AM_PH3,2026-09-04 01:25:55,10.121.15.150_AM GULBAITEKRA_TN725B_WTR_AM_PH3,\e=13718,TN725B R2.9.2,10.121.15.150,,2.9.1 load2.9.1_p13,B1,2,,GUJ-AHM WTR -PH3,
1182,\10.121.15.151_DHOLKA_TN725B_WTR_AM_PH3,2026-08-28 01:30:26,10.121.15.151_DHOLKA_TN725B_WTR_AM_PH3,\e=13961,TN725B R2.9.2,10.121.15.151,,2.9.1 load2.9.1_p13,B1,0,,GUJ_AHM WTR _PH3,
1183,\10.121.17.159_TALAJA_TN725B_WTR_RJ_PH3,2026-09-04 01:23:52,10.121.17.159_TALAJA_TN725B_WTR_RJ_PH3,\e=13930,TN725B R2.9.2,10.121.17.159,,2.9.1 load2.9.1_p13,B1,2,,GUJ_RAJKOT WTR_PH3,
1184,\10.121.17.158_PALITANA_TN725B_WTR_RJ_PH3,2026-09-03 01:27:06,10.121.17.158_PALITANA_TN725B_WTR_RJ_PH3,\e=13929,TN725B R2.9.2,10.121.17.158,,2.9.1 load2.9.1_p13,B1,2,,GUJ_RAJKOT WTR_PH3,
1185,\10.121.96.184_AIRFORCE BHUJ_TN705B_GJ_SSA BUJ_PH3,2026-08-28 01:14:40,10.121.96.184_AIRFORCE BHUJ_TN705B_GJ_SSA BUJ_PH3,\e=38676,TN705B R2.9.2,10.121.96.184,,2.9.1 load2.9.1_p13,B1,2,,,
1186,\10.121.96.131_Devisar_TN705B_GJ_SSA BUJ_PH3,2026-08-04 02:05:53,10.121.96.131_Devisar_TN705B_GJ_SSA BUJ_PH3,\e=14142,TN705B R2.9.2,10.121.96.131,,2.9.1 load2.9.1_p13,B1,2,,GUJ_BHUJ SSA_PH3,
1187,\10.121.99.194_GHB ICHHAPORE_TN705B_GJ_SSA SR_PH3,2026-08-26 01:24:50,10.121.99.194_GHB ICHHAPORE_TN705B_GJ_SSA SR_PH3,\e=15023,TN705B R2.9.2,10.121.99.194,,2.9.1 load2.9.1_p13,B1,2,,GUJ-SURAT SSA-PH3,
1188,\10.121.24.209_Kharach_TN703B_GJ_SSA BCH_PH2,2026-09-12 01:23:38,10.121.24.209_Kharach_TN703B_GJ_SSA BCH_PH2,\e=15065,TN703B R2.9.2 Rev.B,10.121.24.209,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
1189,\10.121.96.115_CPFGandhar_TN703B_GJ_SSA BCH_PH2,2026-09-02 01:21:08,10.121.96.115_CPFGandhar_TN703B_GJ_SSA BCH_PH2,\e=15067,TN703B R2.9.2 Rev.B,10.121.96.115,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
1190,\10.121.25.135_RAHA A1_TN703B_GJ_SSA PNP_PH2,2026-08-10 01:17:48,10.121.25.135_RAHA A1_TN703B_GJ_SSA PNP_PH2,\e=15068,TN703B R2.9.2 Rev.A,10.121.25.135,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
1191,\10.121.96.79_Sarbhan_TN705B_GJ_SSA BCH_PH3,2026-08-01 01:27:07,10.121.96.79_Sarbhan_TN705B_GJ_SSA BCH_PH3,\e=15102,TN705B R2.9.2,10.121.96.79,,2.9.1 load2.9.1_p13,B1,2,,GUJ-BHARUCH SSA-PH3,
1192,\10.121.99.158_MGVCL TARSLI_TN703B_GJ_SSA VDR_PH3,2026-06-20 01:29:09,10.121.99.158_MGVCL TARSLI_TN703B_GJ_SSA VDR_PH3,\e=13338,TN703B R2.9.2 Rev.B,10.121.99.158,,2.9.1 Rev.B load2.9.1_p14,B1,0,,SSA VADODRA _PH3,
1193,\10.121.100.17_KADODARA_TN725B_GJ_SSA SR_PH3,2026-08-28 01:15:33,10.121.100.17_KADODARA_TN725B_GJ_SSA SR_PH3,\e=15522,TN725B R2.9.2,10.121.100.17,,2.9.1 load2.9.1_p13,B1,0,,GUJ_SUART SSA_PH3,
1194,\10.121.18.33_ADANI SHANTIGRAM_TN705B_GJ_SSA AM_PH3,2026-08-30 01:11:37,10.121.18.33_ADANI SHANTIGRAM_TN705B_GJ_SSA AM_PH3,\e=15529,TN705B R2.9.2,10.121.18.33,,2.9.1 load2.9.1_p13,B1,0,,,
1195,\10.121.68.1_Surat 3(GNE)_TN725B_WTR_AM_PH3,2026-08-05 01:46:39,10.121.68.1_Surat 3(GNE)_TN725B_WTR_AM_PH3,\e=15515,TN725B R2.9.2,10.121.68.1,,2.9.1 load2.9.1_p13,B1,2,,GUJ_SURAT WTR,
1196,\10.121.96.86_BHARUCH DC_TN705B_GJ_SSA BCH_PH3,2026-07-25 01:40:40,10.121.96.86_BHARUCH DC_TN705B_GJ_SSA BCH_PH3,\e=15497,TN705B R2.9.2,10.121.96.86,,2.9.1 load2.9.1_p13,B1,0,,,
1197,\10.121.17.100_GAGODHAR_TN705B_WTR_RJ_PH3,2026-09-05 01:04:17,10.121.17.100_GAGODHAR_TN705B_WTR_RJ_PH3,\e=15295,TN705B R2.9.2,10.121.17.100,,2.9.1 load2.9.1_p13,B1,2,,,
1198,\10.121.24.242_Sunav B1_TN705B_GJ_SSA NAD_PH2,2026-07-28 01:26:01,10.121.24.242_Sunav B1_TN705B_GJ_SSA NAD_PH2,\e=15579,TN705B R2.9.2,10.121.24.242,,2.9.1 load2.9.1_p13,B1,0,,,
1199,\10.121.20.3_GIDC_TN725B_GJ_SSA JMN_PH2,2026-08-18 01:33:47,10.121.20.3_GIDC_TN725B_GJ_SSA JMN_PH2,\e=4133,TN725B R2.9.2,10.121.20.3,,2.9.1 load2.9.1_p13,B1,0,,Gujrat,
1200,\10.121.15.212_THARA_TN705B_WTR_AM_PH3,2026-07-19 01:17:16,10.121.15.212_THARA_TN705B_WTR_AM_PH3,\e=15996,TN705B R2.9.2,10.121.15.212,,2.9.1 load2.9.1_p13,B1,2,,GUJ_WTR,
1201,\10.121.16.15_Palej_TN725B_WTR_AM_PH2,2026-08-04 02:03:55,10.121.16.15_Palej_TN725B_WTR_AM_PH2,\e=5657,TN725B R2.9.2,10.121.16.15,,2.9.1 load2.9.1_p13,B1,0,,GUJ _AHMD WTR,
1202,\10.121.99.175_BOB SURAJ PLAZA-3_TN703B_GJ_SSA VDR_PH3,2026-06-05 01:43:20,10.121.99.175_BOB SURAJ PLAZA-3_TN703B_GJ_SSA VDR_PH3,\e=34401,TN703B R2.9.2 Rev.B,10.121.99.175,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
1203,\10.121.20.7_Jail Road_TN725B_GJ_SSA JMN_PH2,2026-08-30 01:19:26,10.121.20.7_Jail Road_TN725B_GJ_SSA JMN_PH2,\e=4141,TN725B R2.9.2,10.121.20.7,,2.9.1 load2.9.1_p13,B1,0,,Gujarat Jamnagar SSA,
1204,\10.121.24.180_TEMPLE OLD_TN703B_GJ_SSA VAL_PH3,2026-08-29 01:13:58,10.121.24.180_TEMPLE OLD_TN703B_GJ_SSA VAL_PH3,\e=16353,TN703B R2.9.2 Rev.B,10.121.24.180,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
1205,\10.121.96.9_BAGASARA_TN725B_GJ_SSA AMR_PH3,2026-09-11 01:20:26,10.121.96.9_BAGASARA_TN725B_GJ_SSA AMR_PH3,\e=17059,TN725B R2.9.2,10.121.96.9,,2.9.1 load2.9.1_p13,B1,2,,,
1206,\10.121.99.2_WADHWAN_TN725B_GJ_SSA SEN_PH3,2026-07-17 01:41:14,10.121.99.2_WADHWAN_TN725B_GJ_SSA SEN_PH3,\e=17065,TN725B R2.9.2,10.121.99.2,,2.9.1 load2.9.1_p13,B1,2,,GUJ_SEN SSA_PH2,
1207,\10.121.18.252_ADALAJ_TN725B_GJ_SSA AM_PH3,2026-08-23 01:30:16,10.121.18.252_ADALAJ_TN725B_GJ_SSA AM_PH3,\e=17274,TN725B R2.9.2,10.121.18.252,,2.9.1 load2.9.1_p13,B1,2,,GUJ_AHMD SSA_PH3,
1208,\10.121.15.209_Dhanera_TN705B_WTR_AM_PH2,2026-07-05 01:39:10,10.121.15.209_Dhanera_TN705B_WTR_AM_PH2,\e=17294,TN705B R2.9.2,10.121.15.209,,2.9.1 load2.9.1_p13,B1,0,,GUJ-AHM WTR,
1209,\10.121.100.1_SURAT(GNE)_TN725B_GJ_SSA SR_PH3,2026-09-10 01:01:07,10.121.100.1_SURAT(GNE)_TN725B_GJ_SSA SR_PH3,\e=17223,TN725B R2.9.2,10.121.100.1,,2.9.1 load2.9.1_p13,B1,2,,GUJ-SURAT SSA_PH3,
1210,\10.121.24.88_MAMLATDAR_TN703B_GJ_SSA BUJ_PH3,2026-08-24 01:22:11,10.121.24.88_MAMLATDAR_TN703B_GJ_SSA BUJ_PH3,\e=47291,TN703B R2.9.2 Rev.A,10.121.24.88,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
1211,\10.121.96.89_PANDAVAI SUGAR_TN703B_GJ_SSA BCH_PH3,2026-09-12 01:22:10,10.121.96.89_PANDAVAI SUGAR_TN703B_GJ_SSA BCH_PH3,\e=17229,TN703B R2.9.2 Rev.B,10.121.96.89,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
1212,\10.121.18.251_INFO CITY_TN725B_GJ_SSA AM_PH3,2026-09-11 01:33:13,10.121.18.251_INFO CITY_TN725B_GJ_SSA AM_PH3,\e=17273,TN725B R2.9.2,10.121.18.251,,2.9.1 load2.9.1_p13,B1,2,,GUJ_AHMD SSA_PH3,
1213,\10.121.96.91_KharethaBTSA1_TN703B_GJ_SSA BCH_PH3,2026-07-20 01:19:00,10.121.96.91_KharethaBTSA1_TN703B_GJ_SSA BCH_PH3,\e=17231,TN703B R2.9.2 Rev.B,10.121.96.91,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
1214,\10.121.97.193_JUNAGADH JR2_TN725B_GJ_SSA JND_PH3,2026-09-02 01:12:48,10.121.97.193_JUNAGADH JR2_TN725B_GJ_SSA JND_PH3,\e=17763,TN725B R2.9.2,10.121.97.193,,2.9.1 load2.9.1_p13,B1,2,,,
1215,\10.121.24.89_KUTCH UNIVERSITY_TN703B_GJ_SSA BUJ_PH3,2026-08-24 01:22:01,10.121.24.89_KUTCH UNIVERSITY_TN703B_GJ_SSA BUJ_PH3,\e=47297,TN703B R2.9.2 Rev.B,10.121.24.89,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
1216,\10.121.97.70_TALOD_TN705B_GJ_SSA HMR_PH3,2026-08-06 01:26:20,10.121.97.70_TALOD_TN705B_GJ_SSA HMR_PH3,\e=16378,TN705B R2.9.2,10.121.97.70,,2.9.1 load2.9.1_p13,B1,2,,,
1217,\10.121.100.32_VYARA GSWAN2_TN705B_GJ_SSA SR_PH3,2026-08-28 01:19:36,10.121.100.32_VYARA GSWAN2_TN705B_GJ_SSA SR_PH3,\e=29203,TN705B R2.9.2,10.121.100.32,,2.9.1 load2.9.1_p13,B1,2,,,
1218,\10.121.97.213_KUTIYANA_TN725B_GJ_SSA JND_PH3,2026-08-30 01:22:55,10.121.97.213_KUTIYANA_TN725B_GJ_SSA JND_PH3,\e=18343,TN725B R2.9.2,10.121.97.213,,2.9.1 load2.9.1_p13,B1,2,,GUJ_JUNAGADH SSA_PH3,
1219,\10.121.25.153_MADKA_TN703B_GJ_SSA PNP_PH2,2026-07-16 01:31:19,10.121.25.153_MADKA_TN703B_GJ_SSA PNP_PH2,\e=18512,TN703B R2.9.2 Rev.B,10.121.25.153,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
1220,\10.121.96.141_Khirsara_TN703B_GJ_SSA BUJ_PH3,2026-09-10 01:07:23,10.121.96.141_Khirsara_TN703B_GJ_SSA BUJ_PH3,\e=47327,TN703B R2.9.2 Rev.A,10.121.96.141,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
1221,\10.121.18.24_ONGC INFOCOM_TN703B_GJ_SSA AM_PH1,2026-07-09 01:34:02,10.121.18.24_ONGC INFOCOM_TN703B_GJ_SSA AM_PH1,\e=47357,TN703B R2.9.2 Rev.B,10.121.18.24,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
1222,\10.121.97.68_Chhitoda EXCpan_TN705B_GJ_SSA HMR_PH3,2026-08-28 01:19:42,10.121.97.68_Chhitoda EXCpan_TN705B_GJ_SSA HMR_PH3,\e=18791,TN705B R2.9.2,10.121.97.68,,2.9.1 load2.9.1_p13,B1,2,,,
1223,\10.121.24.144_Haridarshan_TN703B_GJ_SSA VAL_PH,2026-03-10 01:31:32,10.121.24.144_Haridarshan_TN703B_GJ_SSA VAL_PH,\e=10892,TN703B R2.9.2 Rev.B,10.121.24.144,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
1224,\10.121.16.27_Baroda CITY_TN725B_WTR_AM_PH2,2026-05-25 01:27:43,10.121.16.27_Baroda CITY_TN725B_WTR_AM_PH2,\e=10847,TN725B R2.9.2,10.121.16.27,,2.9.1 load2.9.1_p13,B1,2,,GUJ_VADODRA SSA_PH3,
1225,\10.121.99.139_SLDC GOTRI_TN725B_GJ_SSA VDR_PH3,2026-08-07 01:37:03,10.121.99.139_SLDC GOTRI_TN725B_GJ_SSA VDR_PH3,\e=10681,TN725B R2.9.2,10.121.99.139,,2.9.1 load2.9.1_p13,B1,2,,GUJ_VADODRA SSA_PH3,
1226,\10.121.99.141_WADI_TN705B_GJ_SSA VDR_PH3,2026-08-28 01:31:13,10.121.99.141_WADI_TN705B_GJ_SSA VDR_PH3,\e=10625,TN705B R2.9.2,10.121.99.141,,2.9.1 load2.9.1_p13,B1,2,,GUJ_VADODRA SSA _PH3,
1227,\10.121.99.138_SANGAM ROAD LINE BTS_TN725B_GJ_SSA VDR_PH3,2026-06-04 01:50:28,10.121.99.138_SANGAM ROAD LINE BTS_TN725B_GJ_SSA VDR_PH3,\e=10649,TN725B R2.9.2,10.121.99.138,,2.9.1 load2.9.1_p13,B1,2,,GUJ_VADODRA SSA_PH3,
1228,\10.121.99.143_JAY YOGESHWAR_TN705B_GJ_SSA VDR_PH3,2026-06-03 01:51:05,10.121.99.143_JAY YOGESHWAR_TN705B_GJ_SSA VDR_PH3,\e=10867,TN705B R2.9.2,10.121.99.143,,2.9.1 load2.9.1_p13,B1,2,,GUJ_VADODARA SSA_,
1229,\10.121.99.152_APMC-BTS_TN703B_GJ_SSA VDR_PH3,2026-08-29 01:15:02,10.121.99.152_APMC-BTS_TN703B_GJ_SSA VDR_PH3,\e=11753,TN703B R2.9.2 Rev.B,10.121.99.152,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
1230,\10.121.18.112_JAIRAJ BTS_TN703B_GJ_SSA AM_PH1,2026-08-23 01:22:18,10.121.18.112_JAIRAJ BTS_TN703B_GJ_SSA AM_PH1,\e=30612,TN703B R2.9.2 Rev.B,10.121.18.112,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
1231,\10.121.15.166_CHHARODI_TN705B_GJ_SSA AM_PH3,2026-09-12 01:11:44,10.121.15.166_CHHARODI_TN705B_GJ_SSA AM_PH3,\e=47369,TN705B R2.9.2,10.121.15.166,,2.9.1 load2.9.1_p13,B1,0,,,
1232,\10.121.19.83_PGVCL LAXMINAGAR_TN705B_GJ_SSA RJ_PH3,2026-08-25 01:24:14,10.121.19.83_PGVCL LAXMINAGAR_TN705B_GJ_SSA RJ_PH3,\e=30633,TN705B R2.9.2,10.121.19.83,,2.9.1 load2.9.1_p13,B1,2,,GJ_SSA RJ_PH3,
1233,\10.121.100.18_TORRENT SUGEN_TN703B_GJ_SSA SR_PH3,2026-08-02 01:31:13,10.121.100.18_TORRENT SUGEN_TN703B_GJ_SSA SR_PH3,\e=45168,TN703B R2.9.2 Rev.B,10.121.100.18,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
1234,\10.121.96.157_NALIYA AF II_TN703B_GJ_SSA BUJ_PH2,2026-07-31 01:32:20,10.121.96.157_NALIYA AF II_TN703B_GJ_SSA BUJ_PH2,\e=45174,TN703B R2.9.2 Rev.A,10.121.96.157,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
1235,\10.121.16.10_Jambusar_TN725B_WTR_AM_PH1,2026-08-04 02:00:57,10.121.16.10_Jambusar_TN725B_WTR_AM_PH1,\e=798,TN725B R2.9.2,10.121.16.10,,2.9.1 load2.9.1_p13,B1,2,,GUJ _AHMD WTR,
1236,\10.121.97.84_SHINOL_TN705B_GJ_SSA HMR_PH3,2026-08-02 01:29:21,10.121.97.84_SHINOL_TN705B_GJ_SSA HMR_PH3,\e=29919,TN705B R2.9.2,10.121.97.84,,2.9.1 load2.9.1_p13,B1,2,,,
1237,\10.121.24.179_Atiyawad_TN703B_GJ_SSA VAL_PH3,2026-09-06 01:08:33,10.121.24.179_Atiyawad_TN703B_GJ_SSA VAL_PH3,\e=16352,TN703B R2.9.2 Rev.B,10.121.24.179,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
1238,\10.121.99.6_HALWAD_TN725B_GJ_SSA SEN_PH3,2026-08-26 01:26:31,10.121.99.6_HALWAD_TN725B_GJ_SSA SEN_PH3,\e=17066,TN725B R2.9.2,10.121.99.6,,2.9.1 load2.9.1_p13,B1,2,,GUJ_SEN SSA_PH3,
